ID;Speaker;Reply_to;Text;GoldContextLabel;ContextSender;ContextText;PredictedLabel;PredictedContextLabel;Label
Utt_23;10-19-20sUser115;Utt_21; he drew a girl with legs spread;negativeExpression;[other_Sender]; lol 10-19-20suser115;continuer;positiveExpression;continuer
Utt_24;10-19-20sUser121;; boo.;no_label;[other_Sender];[no_TextContent];negativeExpression;no_label;negativeExpression
Utt_25;10-19-20sUser7;Utt_23; hope he didn't draw a penis;continuer;[other_Sender]; he drew a girl with legs spread;elaborate;continuer;continuer
Utt_26;10-19-20sUser7;Utt_25; ewwwww lol;continuer;[same_Sender]; hope he didn't draw a penis;positiveExpression;elaborate;negativeExpression
Utt_27;10-19-20sUser115;Utt_25; and a head between her legs;continuer;[other_Sender]; hope he didn't draw a penis;elaborate;elaborate;continuer
Utt_28;10-19-20sUser121;Utt_27; sounds good to me.;continuer;[other_Sender]; and a head between her legs;continuer;elaborate;positiveExpression
Utt_29;10-19-20sUser7;Utt_28; are you serious?;positiveExpression;[other_Sender]; sounds good to me.;propositionalQuestion;continuer;propositionalQuestion
Utt_30;10-19-20sUser121;Utt_27; i'll take one, please.;continuer;[other_Sender]; and a head between her legs;suggestion;elaborate;continuer
Utt_31;10-19-20sUser115;Utt_17; and i have to go to the docs tomorrow;inform;[same_Sender]; my cousin drew a messed up picture on my cast;elaborate;inform;elaborate
Utt_32;10-19-20sUser115;Utt_29; you man;propositionalQuestion;[other_Sender]; are you serious?;inform;propositionalQuestion;agreement
Utt_33;10-19-20sUser116;; i am too..;no_label;[other_Sender];[no_TextContent];agreement;no_label;inform
Utt_33;10-19-20sUser116;; connected to slip away...;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_33;10-19-20sUser116;; fade away... days away i...;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_33;10-19-20sUser116;; still feel you touching me... changing me...;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_33;10-19-20sUser116;; considerably killing me...;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_34;10-19-20sUser129;; heeeey!;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;greeting
Utt_35;10-19-20sUser121;Utt_31; don't you have a sharpie?;elaborate;[other_Sender]; and i have to go to the docs tomorrow;propositionalQuestion;elaborate;propositionalQuestion
Utt_36;10-19-20sUser21;; 26/m;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_37;10-19-20sUser129;Utt_31; are you back 10-19-20suser115?;elaborate;[other_Sender]; and i have to go to the docs tomorrow;propositionalQuestion;elaborate;propositionalQuestion
Utt_38;10-19-20sUser115;; 10-19-20suser129;no_label;[other_Sender];[no_TextContent];misc;no_label;greeting
Utt_39;10-19-20sUser115;Utt_37; yep;propositionalQuestion;[other_Sender]; are you back 10-19-20suser115?;agreement;propositionalQuestion;agreement
Utt_40;10-19-20sUser129;; 10-19-20suser115;no_label;[other_Sender];[no_TextContent];misc;no_label;greeting
Utt_41;10-19-20sUser23;; any ladies want to chat with 24/m;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_42;10-19-20sUser21;Utt_41; hurry ladies;propositionalQuestion;[other_Sender]; any ladies want to chat with 24/m;instruct;propositionalQuestion;instruct
Utt_43;10-19-20sUser30;Utt_33; not fast enough 10-19-20suser116;no_label;[other_Sender]; i am too..;inform;agreement;inform
Utt_44;10-19-20sUser40;; a bowl i got a blunt an a bong......lol;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_45;10-19-20sUser129;Utt_39; well, glad it worked out;agreement;[other_Sender]; yep;continuer;agreement;continuer
Utt_46;10-19-20sUser121;; my chair is too hard.;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_47;10-19-20sUser131;; anyone from tennessee in here?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_48;10-19-20sUser132;; hey ladies;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_49;10-19-20sUser115;Utt_45; as am i;continuer;[other_Sender]; well, glad it worked out;continuer;continuer;agreement
Utt_50;10-19-20sUser30;; is 10-19-20suser68 back yet;no_label;[other_Sender];[no_TextContent];inform;no_label;propositionalQuestion
Utt_51;10-19-20sUser128;; hey;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_52;10-19-20sUser68;; 10-19-20suser121 is missing a be in her name;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_53;10-19-20sUser121;Utt_46; and i don't complain about things being hard very often.;no_label;[other_Sender]; my chair is too hard.;elaborate;inform;inform
Utt_54;10-19-20sUser21;Utt_53; ok;inform;[other_Sender]; and i don't complain about things being hard very often.;agreement;elaborate;agreement
Utt_55;10-19-20sUser68;Utt_50; yes 10-19-20suser30;propositionalQuestion;[other_Sender]; is 10-19-20suser68 back yet;agreement;inform;agreement
Utt_56;10-19-20sUser21;; fire it up;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_57;10-19-20sUser131;; any women from nashville in here?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_58;10-19-20sUser7;Utt_52; and an an itch;inform;[other_Sender]; 10-19-20suser121 is missing a be in her name;elaborate;inform;continuer
Utt_59;10-19-20sUser121;; yo, 10-19-20suser133;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_60;10-19-20sUser7;Utt_52; or a ogan;inform;[other_Sender]; 10-19-20suser121 is missing a be in her name;correction;inform;continuer
Utt_61;10-19-20sUser121;Utt_59; are you a male?;greeting;[same_Sender]; yo, 10-19-20suser133;propositionalQuestion;greeting;propositionalQuestion
Utt_62;10-19-20sUser121;Utt_61; want to talk?;propositionalQuestion;[same_Sender]; are you a male?;propositionalQuestion;propositionalQuestion;propositionalQuestion
Utt_63;10-19-20sUser7;; :);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_64;10-19-20sUser7;; haha;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_65;10-19-20sUser115;; brb;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_66;10-19-20sUser40;; opps;no_label;[other_Sender];[no_TextContent];misc;no_label;correction
Utt_67;10-19-20sUser40;; sho*;no_label;[other_Sender];[no_TextContent];misc;no_label;correction
Utt_68;10-19-20sUser133;; hey any guys with cams want to play?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_69;10-19-20sUser126;; any guys want to chat;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_70;10-19-20sUser138;Utt_68; hi there;propositionalQuestion;[other_Sender]; hey any guys with cams want to play?;greeting;propositionalQuestion;greeting
Utt_71;10-19-20sUser121;Utt_68; boo, it's a female.;propositionalQuestion;[other_Sender]; hey any guys with cams want to play?;continuer;propositionalQuestion;negativeExpression
Utt_72;10-19-20sUser64;Utt_69; hey 10-19-20suser126;propositionalQuestion;[other_Sender]; any guys want to chat;greeting;propositionalQuestion;greeting
Utt_73;10-19-20sUser40;Utt_68; i wanna chat;no_label;[other_Sender]; hey any guys with cams want to play?;inform;propositionalQuestion;inform
Utt_74;10-19-20sUser126;Utt_68; 24 f nc single mom;no_label;[other_Sender]; hey any guys with cams want to play?;inform;propositionalQuestion;inform
Utt_75;10-19-20sUser7;; where did everyone gooo?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_76;10-19-20sUser138;Utt_69; sure 10-19-20suser126;propositionalQuestion;[other_Sender]; any guys want to chat;agreement;propositionalQuestion;agreement
Utt_77;10-19-20sUser30;Utt_55; what did you but on e-bay;agreement;[other_Sender]; yes 10-19-20suser30;setQuestion;agreement;setQuestion
Utt_78;10-19-20sUser7;; i feel like i'm in the wrong room;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_79;10-19-20sUser68;Utt_77; yeee haw 10-19-20suser30;no_label;[other_Sender]; what did you but on e-bay;positiveExpression;setQuestion;inform
Utt_80;10-19-20sUser44;; i'm considering changing my nickname to ihavehotnips;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_81;10-19-20sUser121;Utt_71; i don't want hot pictures of a female, i can look in a mirror.;no_label;[other_Sender]; boo, it's a female.;inform;continuer;inform
Utt_82;10-19-20sUser126;Utt_72; hi 10-19-20suser64;greeting;[other_Sender]; hey 10-19-20suser126;greeting;greeting;greeting
Utt_83;10-19-20sUser68;; wb 10-19-20suser139;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_84;10-19-20sUser7;Utt_80; you should 10-19-20suser44:);inform;[other_Sender]; i'm considering changing my nickname to ihavehotnips;suggestion;inform;agreement
Utt_85;10-19-20sUser64;Utt_82; single dad here;no_label;[other_Sender]; hi 10-19-20suser64;inform;greeting;inform
Utt_86;10-19-20sUser139;Utt_83; thank you 10-19-20suser68;greeting;[other_Sender]; wb 10-19-20suser139;positiveExpression;greeting;positiveExpression
Utt_87;10-19-20sUser101;Utt_86; hi 10-19-20suser139;positiveExpression;[other_Sender]; thank you 10-19-20suser68;greeting;positiveExpression;greeting
Utt_88;10-19-20sUser126;Utt_76; hi 10-19-20suser138;agreement;[other_Sender]; sure 10-19-20suser126;greeting;agreement;greeting
Utt_89;10-19-20sUser44;; hahaha;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_90;10-19-20sUser68;Utt_86; yw 10-19-20suser139;positiveExpression;[other_Sender]; thank you 10-19-20suser68;greeting;positiveExpression;positiveExpression
Utt_91;10-19-20sUser105;Utt_80; you should make it 'iamahotnip', 10-19-20suser44;inform;[other_Sender]; i'm considering changing my nickname to ihavehotnips;suggestion;inform;suggestion
Utt_92;10-19-20sUser115;; alright;no_label;[other_Sender];[no_TextContent];agreement;no_label;agreement
Utt_93;10-19-20sUser121;; hi 10-19-20suser139.;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_94;10-19-20sUser121;Utt_93; you're fucking hot.;no_label;[other_Sender]; hi 10-19-20suser139.;inform;greeting;inform
Utt_95;10-19-20sUser44;Utt_94; i thought of that!;inform;[other_Sender]; you're fucking hot.;continuer;inform;agreement
Utt_96;10-19-20sUser138;Utt_88; hi 10-19-20suser126, its so late;greeting;[other_Sender]; hi 10-19-20suser138;continuer;greeting;greeting
Utt_97;10-19-20sUser105;; lmao;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_98;10-19-20sUser7;Utt_91; ahah iamahotniplickme;suggestion;[other_Sender]; you should make it 'iamahotnip', 10-19-20suser44;positiveExpression;suggestion;correction
Utt_99;10-19-20sUser139;; hi 10-19-20suser121;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_100;10-19-20sUser138;Utt_96; in ny;greeting;[same_Sender]; hi 10-19-20suser126, its so late;inform;continuer;elaborate
Utt_101;10-19-20sUser20;; cya later guys;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_102;10-19-20sUser21;; single white male 26;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_103;10-19-20sUser138;Utt_88; can't sleep huh?;greeting;[other_Sender]; hi 10-19-20suser138;propositionalQuestion;greeting;propositionalQuestion
Utt_104;10-19-20sUser115;; hi 10-19-20suser139;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_105;10-19-20sUser7;Utt_101; bye 10-19-20suser20;goodbye;[other_Sender]; cya later guys;goodbye;goodbye;goodbye
Utt_106;10-19-20sUser30;; well 10-19-20suser68 what did you buy?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_107;10-19-20sUser126;Utt_96; yeah i know;greeting;[other_Sender]; hi 10-19-20suser126, its so late;agreement;continuer;agreement
Utt_108;10-19-20sUser7;; :);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_109;10-19-20sUser6;; 10-19-20suser136.. get the hell outta my freaking pm box.. i'm with my fiance!!!!!!!!!!!!!!!;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_109;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_110;10-19-20sUser121;; i like it when you do it, 10-19-20suser83;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_111;10-19-20sUser44;; iamahotnipwithpics;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_112;10-19-20sUser7;Utt_101; 10-19-20suser20 go plan the wedding;goodbye;[other_Sender]; cya later guys;instruct;goodbye;instruct
Utt_112;10-19-20sUser7;; :p;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_113;10-19-20sUser6;; first warning !!!!;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_113;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_114;10-19-20sUser83;Utt_113; uh huh;inform;[other_Sender]; first warning !!!!;positiveExpression;continuer;positiveExpression
Utt_115;10-19-20sUser68;Utt_106; a gold jeep charm for my necklace 10-19-20suser30;no_label;[other_Sender]; well 10-19-20suser68 what did you buy?;inform;setQuestion;inform
Utt_116;10-19-20sUser7;; make sure you buy a nice ring for 10-19-20suser6;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_117;10-19-20sUser6;Utt_116; lol 10-19-20suser7;instruct;[other_Sender]; make sure you buy a nice ring for 10-19-20suser6;positiveExpression;instruct;positiveExpression
Utt_118;10-19-20sUser139;Utt_104; hi 10-19-20suser115;greeting;[other_Sender]; hi 10-19-20suser139;greeting;greeting;greeting
Utt_119;10-19-20sUser121;; 10-19-20suser136.. get the hell in my freaking pm box..;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_119;10-19-20sUser121;; i have no fiance!!!!!!;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_119;10-19-20sUser121;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_120;10-19-20sUser30;Utt_115; right on;inform;[other_Sender]; a gold jeep charm for my necklace 10-19-20suser30;continuer;inform;positiveExpression
Utt_121;10-19-20sUser6;Utt_116; i have one already 10-19-20suser7...;instruct;[other_Sender]; make sure you buy a nice ring for 10-19-20suser6;continuer;instruct;declineAction
Utt_121;10-19-20sUser6;; yayayayayyy!;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;misc
Utt_121;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_122;10-19-20sUser7;; oooooo:);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_123;10-19-20sUser115;Utt_118; how you doing 10-19-20suser139;greeting;[other_Sender]; hi 10-19-20suser115;setQuestion;greeting;setQuestion
Utt_124;10-19-20sUser6;Utt_119; lmaoo 10-19-20suser121;instruct;[other_Sender]; 10-19-20suser136.. get the hell in my freaking pm box..;positiveExpression;instruct;positiveExpression
Utt_125;10-19-20sUser105;Utt_111; 'iamahotnipwithhotnippics;misc;[other_Sender]; iamahotnipwithpics;misc;inform;misc
Utt_126;10-19-20sUser105;; ';no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_127;10-19-20sUser30;; how many kts;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_128;10-19-20sUser21;; any single white females?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_129;10-19-20sUser121;; off off?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_130;10-19-20sUser121;; really;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_131;10-19-20sUser139;Utt_123; just fine thanks how are you?;setQuestion;[other_Sender]; how you doing 10-19-20suser139;setQuestion;setQuestion;setQuestion
Utt_132;10-19-20sUser44;Utt_125; that sounds freakishly like dr seuss;misc;[other_Sender]; 'iamahotnipwithhotnippics;continuer;misc;continuer
Utt_133;10-19-20sUser121;Utt_132; wow.;continuer;[other_Sender]; that sounds freakishly like dr seuss;positiveExpression;continuer;positiveExpression
Utt_133;10-19-20sUser121;Utt_129; twice, i'm impressed.;no_label;[other_Sender]; off off?;continuer;propositionalQuestion;inform
Utt_134;10-19-20sUser63;; hiya room;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_135;10-19-20sUser105;Utt_132; lmao!!;continuer;[other_Sender]; that sounds freakishly like dr seuss;positiveExpression;continuer;positiveExpression
Utt_135;10-19-20sUser105;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_136;10-19-20sUser115;Utt_131; i'm doing alright thanks;no_label;[other_Sender]; just fine thanks how are you?;inform;setQuestion;inform
Utt_137;10-19-20sUser105;; omg;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_138;10-19-20sUser116;; finger..;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_138;10-19-20sUser116;; deep within the borderline.. show me that you love me, and that we belong together...;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_138;10-19-20sUser116;; relax..;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_138;10-19-20sUser116;; turn around and take my hand..;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_139;10-19-20sUser105;Utt_138; i just laughed;no_label;[other_Sender]; finger..;inform;inform;inform
Utt_140;10-19-20sUser68;Utt_139; no, i didn't even look.;inform;[other_Sender]; i just laughed;disagreement;inform;disagreement
Utt_141;10-19-20sUser121;Utt_138; finger?;inform;[other_Sender]; finger..;propositionalQuestion;inform;propositionalQuestion
Utt_142;10-19-20sUser44;; yay!;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_143;10-19-20sUser121;Utt_138; that's such a dirty word.;inform;[other_Sender]; finger..;continuer;inform;continuer
Utt_144;10-19-20sUser68;Utt_140; oh its 14k;disagreement;[same_Sender]; no, i didn't even look.;continuer;disagreement;elaborate
Utt_145;10-19-20sUser6;; 10-19-20suser141... get outta my pm box.. didn't ya hear!!!;no_label;[other_Sender];[no_TextContent];instruct;no_label;propositionalQuestion
Utt_145;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_146;10-19-20sUser6;; geeshhh;no_label;[other_Sender];[no_TextContent];negativeExpression;no_label;misc
Utt_147;10-19-20sUser115;Utt_145; lol 10-19-20suser6;propositionalQuestion;[other_Sender]; 10-19-20suser141... get outta my pm box.. didn't ya hear!!!;positiveExpression;instruct;positiveExpression
Utt_148;10-19-20sUser7;Utt_145; he is deaf;no_label;[other_Sender]; 10-19-20suser141... get outta my pm box.. didn't ya hear!!!;continuer;instruct;inform
Utt_149;10-19-20sUser6;; people here don't get it;no_label;[other_Sender];[no_TextContent];elaborate;no_label;continuer
Utt_150;10-19-20sUser121;Utt_145; 10-19-20suser6,;propositionalQuestion;[other_Sender]; 10-19-20suser141... get outta my pm box.. didn't ya hear!!!;misc;instruct;greeting
Utt_151;10-19-20sUser121;Utt_145; and you can forward the pervs to me;propositionalQuestion;[other_Sender]; 10-19-20suser141... get outta my pm box.. didn't ya hear!!!;elaborate;instruct;suggestion
Utt_152;10-19-20sUser23;; any girls want to chat with 24/m;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_153;10-19-20sUser6;Utt_151; please behave baby boy;suggestion;[other_Sender]; and you can forward the pervs to me;instruct;elaborate;suggestion
Utt_153;10-19-20sUser6;; i gottsa go now;no_label;[other_Sender];[no_TextContent];goodbye;no_label;inform
Utt_154;10-19-20sUser116;Utt_151; only for the dirty minded, 10-19-20suser121.;suggestion;[other_Sender]; and you can forward the pervs to me;inform;elaborate;declineAction
Utt_155;10-19-20sUser115;Utt_147; i am going to behave;no_label;[other_Sender]; lol 10-19-20suser6;inform;positiveExpression;inform
Utt_156;10-19-20sUser6;Utt_151; yes 10-19-20suser121;suggestion;[other_Sender]; and you can forward the pervs to me;agreement;elaborate;acceptAction
Utt_157;10-19-20sUser7;Utt_156; aww 10-19-20suser6 have fun;acceptAction;[other_Sender]; yes 10-19-20suser121;instruct;agreement;instruct
Utt_158;10-19-20sUser68;; forwads away from 10-19-20suser121;no_label;[other_Sender];[no_TextContent];inform;no_label;instruct
Utt_159;10-19-20sUser121;Utt_158; i already wrote what i wanted you to read.;instruct;[other_Sender]; forwads away from 10-19-20suser121;continuer;inform;correction
Utt_160;10-19-20sUser115;; there's nobody here i want to misbeahve with lol;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_161;10-19-20sUser121;Utt_159; so read it.;correction;[same_Sender]; i already wrote what i wanted you to read.;instruct;continuer;instruct
Utt_162;10-19-20sUser6;Utt_157; thanks 10-19-20suser7.. i'm happy to have my fiance here!;instruct;[other_Sender]; aww 10-19-20suser6 have fun;inform;instruct;positiveExpression
Utt_162;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_163;10-19-20sUser83;Utt_158; forwads?;instruct;[other_Sender]; forwads away from 10-19-20suser121;propositionalQuestion;inform;setQuestion
Utt_164;10-19-20sUser53;; 22/m/wa any ladies want to chat;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_165;10-19-20sUser115;Utt_162; can i talk to him!;positiveExpression;[other_Sender]; thanks 10-19-20suser7.. i'm happy to have my fiance here!;propositionalQuestion;inform;propositionalQuestion
Utt_165;10-19-20sUser115;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_166;10-19-20sUser6;Utt_161; lol 10-19-20suser121!!;instruct;[other_Sender]; so read it.;positiveExpression;instruct;positiveExpression
Utt_166;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_167;10-19-20sUser68;Utt_163; forwards too;setQuestion;[other_Sender]; forwads?;continuer;propositionalQuestion;continuer
Utt_168;10-19-20sUser92;Utt_167; lol;continuer;[other_Sender]; forwards too;positiveExpression;continuer;positiveExpression
Utt_169;10-19-20sUser6;; all pervs... redirect to 10-19-20suser121's pm vbox!!;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_169;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_170;10-19-20sUser121;Utt_169; i'll take all that i can get.;instruct;[other_Sender]; all pervs... redirect to 10-19-20suser121's pm vbox!!;continuer;instruct;acceptAction
Utt_171;10-19-20sUser20;; who is he 10-19-20suser6?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_172;10-19-20sUser44;; i hate it when my devotion to christianity is questioned.;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_173;10-19-20sUser6;Utt_171; who honey?;setQuestion;[other_Sender]; who is he 10-19-20suser6?;setQuestion;setQuestion;setQuestion
Utt_173;10-19-20sUser6;; ?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_174;10-19-20sUser92;Utt_173; depends;setQuestion;[other_Sender]; who honey?;continuer;setQuestion;continuer
Utt_175;10-19-20sUser135;; hi all 31/m/ca;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_176;10-19-20sUser7;Utt_171; 10-19-20suser115 is having my babies 10-19-20suser20;no_label;[other_Sender]; who is he 10-19-20suser6?;inform;setQuestion;inform
Utt_177;10-19-20sUser115;Utt_176; yep;inform;[other_Sender]; 10-19-20suser115 is having my babies 10-19-20suser20;agreement;inform;agreement
Utt_178;10-19-20sUser6;Utt_176; lmao 10-19-20suser7!!;inform;[other_Sender]; 10-19-20suser115 is having my babies 10-19-20suser20;positiveExpression;inform;positiveExpression
Utt_178;10-19-20sUser6;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_179;10-19-20sUser7;; :);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_180;10-19-20sUser20;Utt_162; your fiance, do you know his handle?;positiveExpression;[other_Sender]; thanks 10-19-20suser7.. i'm happy to have my fiance here!;propositionalQuestion;inform;propositionalQuestion
Utt_181;10-19-20sUser92;Utt_173; on what kinda pervs your looking for?;setQuestion;[other_Sender]; who honey?;setQuestion;setQuestion;setQuestion
Utt_182;10-19-20sUser121;Utt_181; what, 10-19-20suser92?;setQuestion;[other_Sender]; on what kinda pervs your looking for?;setQuestion;setQuestion;setQuestion
Utt_183;10-19-20sUser115;Utt_181; little jerks and jerkettes;no_label;[other_Sender]; on what kinda pervs your looking for?;inform;setQuestion;inform
Utt_184;10-19-20sUser44;; i love jesus more than anyone else;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
